gene id,name,3018_5139jL11HMBYSc6ab35_15_8_rem_of_zooids_StageA1to2,2372_5432b1_zooid_naive_stageAtoB,HISeq-Sample_944axbyd196-10,Hm9axByd196.6_4_219_2,2061_L11HMBY15xSC6ab_24_2_zooids,HISeq-Sample_bot_cDNA_15,2336_5139jL11HMBYSc6ab_15_9_vs_944axBYd196_6_4_101,2619_chimera_5432b_vs_5423b_zooid_StageA2,2626_chimera_5432b_vs_5423b_zooid_StageA2,2627_chimera_5432b_vs_5423b_zooid_StageA2,2662_HM9axBYd196_6_4_202_vs_944axBYd196_6_4_103,2390_chimera_L11HM9abld196_4_15_93_vs_944axbyd196_6_4_zooid_without_test,3562_5606b_vs_L11HMBY15xSC6ab_24_6
g65981.t1,Wwox,8,6,2,0,0,22,10,0,2,9,5,4,10
g65982.t1,g65982,0,0,0,0,0,0,0,2,0,0,0,0,2
g65983.t1,Mafa,343,216,473,303,44,494,128,349,96,276,117,195,306
g65984.t1,COL21A1,396,68,40,98,20,136,79,195,186,161,94,206,134
g65985.t1,g65985,36,22,2,14,16,14,11,41,18,13,2,46,48
g65986.t1,g65986,0,0,0,0,0,3,0,0,6,0,0,0,0
g65987.t1,g65987,20,2,2,0,0,19,1,6,0,0,0,3,2
g65988.t1,Pan2,8,4,6,4,8,0,2,4,4,2,8,28,13
g65989.t1,CRISPLD2,232,12,52,76,10,134,40,8,7,14,31,63,102
g6599.t1,g6599,98,34,57,52,51,818,86,106,24,20,26,134,100
g65990.t1,g65990,30,0,64,14,0,183,4,4,2,0,46,40,16
g65991.t1,RTTN,133,18,27,38,119,96,55,132,70,48,53,92,100
g65992.t1,RSPH10B2,753,144,25,50,12,72,129,446,98,182,312,422,382
g65993.t1,g65993,96,66,2,18,4,20,59,121,28,113,84,140,46
g65994.t1,g65994,48,0,6,18,0,10,0,10,8,8,12,22,0
g65995.t1,g65995,2,0,0,0,4,4,0,0,0,0,0,1,0
g65996.t1,g65996,65,10,0,6,8,29,8,9,10,4,2,6,15
g65997.t1,g65997,78,57,27,39,27,141,43,112,26,47,48,126,63
g65998.t1,Celf1,98,167,13,20,20,26,41,186,65,108,8,59,72
g65999.t1,g65999,24,12,0,2,7,30,8,28,9,12,4,10,8
g660.t1,g660,31,4,7,28,19,154,2,28,10,34,47,53,42
g6600.t1,ITPKB,210,74,35,68,85,115,87,208,229,103,74,261,383
g66000.t1,g66000,0,0,0,0,0,0,0,0,0,0,0,0,0
g66001.t1,g66001,66,61,33,8,40,157,11,80,48,61,28,111,96
g66002.t1,198425800,126,416,33,23,30,124,54,494,367,313,32,200,152
g66003.t1,SLIT2,692,422,71,116,182,450,335,856,354,680,194,796,678
g66004.t1,g66004,54,8,2,12,12,48,22,47,4,24,7,57,9
g66005.t1,C3orf23,55,14,30,14,26,35,24,22,0,34,85,185,55
g66005.t2,C3orf23,33,12,17,6,8,20,10,16,0,18,34,86,10
g66006.t1,g66006,188,40,14,33,16,40,14,232,150,86,25,31,41
g66007.t1,198427563,10,20,108,36,20,92,2,43,2,30,8,55,26
g66008.t1,COG8,111,63,43,66,80,125,66,92,30,117,85,124,119
g66009.t1,Slc25a10,8,2,10,12,24,18,8,33,6,22,28,37,30
g6601.t1,g6601,4,2,9,2,0,14,0,0,0,0,0,0,0
g66010.t1,DNAH3,239,72,19,8,2,56,40,164,82,148,33,181,16
g66011.t1,Pdpk1,8,2,5,10,14,4,2,3,14,8,4,8,14
g66012.t1,g66012,4,2,0,2,0,12,0,0,4,0,0,0,0
g66013.t1,g66013,4,50,8,14,2,6,0,14,8,6,7,8,2
g66014.t1,g66014,813,125,93,89,34,613,260,1013,324,407,274,1196,939
g66015.t1,198420435,110,14,7,49,0,60,12,39,12,12,41,55,90
g66016.t1,g66016,24,6,9,7,21,12,12,23,12,22,23,14,18
g66017.t1,198412423,99,60,14,73,16,53,34,73,38,30,84,203,75
g66018.t1,Picalm,75,54,31,35,24,72,28,75,26,63,9,38,51
g66019.t1,Smg7,76,12,24,36,20,93,49,240,59,81,58,172,100
g66019.t2,Smg7,74,28,28,20,22,37,35,156,49,51,19,73,63
g6602.t1,ANO2,60,68,33,32,44,290,6,98,68,98,36,101,136
g66020.t1,KDM1A,28,20,35,51,120,50,2,18,28,34,57,80,29
g66021.t1,g66021,0,12,6,0,6,13,10,16,0,8,2,22,10
g66022.t1,g66022,4,0,0,2,0,6,0,0,0,0,0,10,2
g66023.t1,g66023,2,0,0,0,0,2,0,8,0,0,8,8,0
g66024.t1,g66024,0,2,0,2,0,2,0,2,0,2,0,6,4
g66025.t1,Lrriq3,304,113,25,42,4,49,42,351,126,131,109,285,349
g66026.t1,g66026,44,40,7,30,2,33,16,16,2,14,21,21,32
g66027.t1,g66027,8,10,0,2,0,4,0,14,2,8,0,11,13
g66028.t1,g66028,8,6,2,2,2,6,0,26,2,6,0,48,16
g66029.t1,g66029,6,2,2,10,0,6,10,14,6,2,2,10,24
g6603.t1,g6603,28,4,0,4,6,26,6,18,4,24,10,89,25
g66030.t1,g66030,135,44,2,122,54,87,3,32,18,12,32,74,26
g66031.t1,198417175,357,318,140,159,44,377,92,679,167,396,137,368,467
g66032.t1,Dbt,54,42,33,20,56,98,12,181,48,54,77,84,136
g66033.t1,g66033,36,21,16,20,2,122,8,23,20,26,22,29,30
g66034.t1,g66034,20,0,2,8,0,2,10,6,0,0,2,0,2
g66035.t1,g66035,861,379,29,117,130,76,158,778,360,411,133,755,491
g66036.t1,g66036,0,0,0,0,0,0,0,0,0,0,2,0,0
g66037.t1,g66037,12,10,9,8,2,28,6,13,0,18,12,34,5
g66038.t1,g66038,40,2,8,6,0,4,4,20,2,8,2,20,2
g66039.t1,g66039,2,0,0,0,0,0,0,4,0,0,0,0,0
g6604.t1,g6604,885,789,254,526,285,2397,747,1158,389,648,524,2057,1167
g66040.t1,g66040,12,4,0,0,0,4,3,2,2,4,0,12,0
g66041.t1,Chuk,30,14,8,4,10,77,1,72,42,69,0,136,76
g66042.t1,Gapvd1,136,42,16,62,44,54,31,36,36,26,30,64,103
g66043.t1,SFT2D2,138,194,387,121,131,466,90,282,118,196,154,212,211
g66044.t1,OGDHL,0,4,0,0,0,12,0,18,6,15,0,5,0
g66045.t1,OGDH,702,579,123,172,217,280,155,1426,520,677,357,716,620
g66046.t1,g66046,12,13,0,0,2,29,2,8,0,5,0,26,0
g66047.t1,g66047,12,2,0,18,0,15,2,0,6,0,10,2,4
g66048.t1,g66048,74,42,32,26,8,32,16,16,24,77,26,58,26
g66049.t1,g66049,86,89,9,30,26,56,22,137,34,50,14,115,63
g6605.t1,g6605,20,13,4,5,2,5,3,16,4,10,5,12,19
g66050.t1,g66050,494,622,12,119,334,30,152,597,354,360,51,269,501
g66051.t1,g66051,48,20,2,39,14,16,10,65,24,30,22,59,39
g66052.t1,g66052,68,156,44,60,58,118,2,246,48,59,75,58,16
g66053.t1,g66053,2,0,4,0,10,10,4,27,4,0,22,20,26
g66054.t1,BLOC1S2,30,20,52,40,112,150,21,48,18,32,70,41,80
g66055.t1,SYT15,28,18,6,0,2,12,10,39,4,22,8,12,6
g66056.t1,g66056,0,0,0,0,0,0,0,0,0,0,0,6,0
g66057.t1,Pol,18,65,6,12,6,143,10,41,20,8,21,17,32
g66058.t1,NIPBL,42,57,59,22,12,206,42,59,22,37,26,50,28
g66059.t1,g66059,933,420,328,243,46,778,447,873,342,680,412,1097,765
g6606.t1,g6606,260,31,6,17,2,1165,2,47,34,7,0,50,11
g66060.t1,g66060,28,18,1,2,11,6,2,8,8,20,12,32,38
g66061.t1,g66061,16,13,4,18,13,46,20,36,6,27,11,38,26
g66062.t1,g66062,0,0,0,0,0,2,0,2,0,0,0,8,0
g66063.t1,g66063,32,2,4,12,52,22,5,9,0,22,10,8,35
g66064.t1,g66064,0,0,6,6,0,4,0,0,4,0,0,0,0
g66065.t1,ANK3,817,361,332,150,192,515,319,1219,447,563,382,937,1395
g66066.t1,g66066,0,0,0,0,0,0,0,0,0,2,0,0,0
g66067.t1,g66067,34,58,20,36,30,154,36,56,16,31,18,39,88
g66068.t1,SLC36A4,14,4,4,8,10,4,2,40,14,20,14,67,45
g66069.t1,g66069,32,20,3,21,6,54,25,35,4,37,16,34,24
g6607.t1,g6607,10,44,2,4,2,4,0,79,10,38,12,16,32
g66070.t1,g66070,8,18,4,4,0,3,0,7,6,2,12,8,6
g66071.t1,g66071,10,0,2,0,0,0,2,0,2,4,0,2,4
g66072.t1,g66072,8,0,0,0,4,0,0,0,0,0,0,4,0
g66073.t1,g66073,2,0,2,0,0,0,0,4,4,2,0,6,0
g66074.t1,g66074,24,22,4,10,0,69,13,53,6,21,10,91,20
g66075.t1,g66075,4,2,14,4,0,50,14,8,0,2,8,34,10
g66076.t1,GEMIN4,28,128,14,10,46,84,6,249,28,188,32,26,48
g66077.t1,g66077,55,37,7,26,5,47,56,108,12,31,29,118,71
g66078.t1,g66078,285,45,19,41,40,53,147,372,180,90,40,355,169
g66079.t1,g66079,30,22,80,14,14,123,53,351,58,101,33,148,121
g6608.t1,g6608,180,70,22,47,30,101,26,128,24,101,28,82,174
g66080.t1,g66080,109,36,8,25,18,134,38,36,8,19,17,53,52
g66081.t1,g66081,4,0,10,0,0,18,0,4,0,2,4,10,3
g66082.t1,ZNF160,2,0,1,8,2,15,0,0,0,0,2,5,4
g66083.t1,198413412,12,47,46,43,2,127,26,74,28,60,13,63,28
g66084.t1,g66084,4,0,0,0,0,0,0,0,0,0,0,0,0
g66085.t1,g66085,2,0,34,7,4,76,0,49,8,6,2,14,14
g66086.t1,SULT1C4,0,0,5,0,0,8,0,36,20,6,8,24,4
g66087.t1,EIF2B3,30,48,8,6,16,24,0,102,22,70,12,16,6
g66088.t1,g66088,8,6,0,0,4,6,0,0,2,0,2,4,5
g66089.t1,g66089,56,16,12,42,21,94,32,54,24,35,35,94,49
g6609.t1,g6609,319,54,10,52,233,71,48,175,120,179,55,102,153
g66090.t1,g66090,40,20,6,12,6,45,10,17,8,8,9,34,15
g66091.t1,Rrs1,40,12,57,56,244,191,17,51,22,26,137,46,81
g66092.t1,g66092,0,0,0,0,0,37,0,4,4,0,0,4,4
g66093.t1,g66093,0,0,0,0,0,0,0,0,0,0,0,0,0
g66094.t1,g66094,16,6,2,2,0,10,4,10,2,0,4,18,13
g66095.t1,g66095,4,0,0,4,2,6,2,0,0,0,0,2,4
g66096.t1,g66096,18,16,4,10,6,57,2,7,2,4,14,11,6
g66097.t1,g66097,131,171,233,142,48,20958,170,331,55,199,113,229,165
g66098.t1,PRKG1,0,0,0,0,0,2,0,0,0,0,0,0,0
g66099.t1,g66099,71,41,12,34,7,230,32,75,26,23,39,79,79
g661.t1,g661,32,4,6,6,2,23,5,18,8,8,2,24,4
g6610.t1,KIF6,80,14,6,8,10,32,26,79,20,64,24,64,52
g66100.t1,CCNB2,214,433,609,145,1217,4352,86,308,334,62,125,90,242
g66101.t1,g66101,98,36,17,14,12,379,19,26,17,13,12,55,35
g66102.t1,g66102,44,14,4,8,0,102,9,11,12,5,7,47,15
g66103.t1,MPPED2,116,36,47,42,12,221,16,99,10,43,38,116,60
g66104.t1,198421178,12,4,19,12,0,65,14,2,0,0,8,2,0
g66105.t1,g66105,2,2,3,0,0,12,2,0,0,0,0,0,0
g66106.t1,Slc2a7,0,0,42,4,0,65,0,16,0,0,0,0,0
g66107.t1,g66107,24,6,2,16,2,34,8,25,9,16,5,28,12
g66108.t1,g66108,6,2,2,4,0,10,0,0,0,0,0,2,0
g66109.t1,g66109,26,6,0,3,2,90,2,6,2,2,2,20,9
g6611.t1,198432566,252,48,45,16,8,56,78,41,0,132,204,52,94
g66110.t1,g66110,388,365,62,251,169,632,287,712,116,347,278,912,707
g66111.t1,OTUB1,30,20,22,20,41,32,24,109,60,32,35,41,25
g66112.t1,KLHL28,36,26,31,44,71,42,0,41,18,36,49,98,62
g66113.t1,g66113,49,12,6,2,4,30,39,38,6,24,10,10,0
g66114.t1,g66114,196,110,4,8,8,43,54,117,32,62,10,10,2
g66115.t1,g66115,2,4,0,0,0,14,0,0,8,0,0,8,0
g66116.t1,g66116,0,0,0,0,0,0,0,2,8,2,0,10,4
g66117.t1,g66117,107,37,4,20,18,70,24,76,37,57,7,90,63
g66118.t1,g66118,0,0,2,6,0,10,0,6,0,0,7,0,6
g66119.t1,g66119,18,4,0,8,0,9,0,22,6,14,4,8,21
g6612.t1,g6612,106,14,6,12,0,0,0,0,0,4,26,6,0
g66120.t1,g66120,4,0,0,0,0,48,0,4,0,0,0,6,0
g66121.t1,Clcn7,20,2,34,10,5,57,19,26,6,2,6,190,27
g66122.t1,g66122,146,14,10,95,26,31,0,70,34,82,28,109,46
g66123.t1,g66123,98,10,18,18,64,59,44,93,52,38,34,121,99
g66124.t1,g66124,0,0,0,2,0,10,0,0,0,2,0,0,0
g66125.t1,g66125,4,0,0,0,0,0,0,4,0,0,2,0,2
g66126.t1,g66126,16,4,0,6,1,13,0,12,0,3,4,30,13
g66127.t1,g66127,24,4,0,4,2,3,0,2,0,4,10,20,14
g66128.t1,g66128,16,0,1,0,0,8,8,8,4,2,4,32,18
g66129.t1,g66129,0,0,0,0,0,2,0,0,2,0,0,0,0
g6613.t1,g6613,8,0,0,0,0,2,2,0,2,1,0,0,2
g66130.t1,196000194,64,657,91,170,30,388,18,1314,433,714,130,833,38
g66131.t1,291235273,2,12,0,0,0,0,0,8,4,2,0,8,6
g66132.t1,g66132,2,6,0,0,0,2,0,4,0,0,0,2,0
g66133.t1,g66133,0,0,2,0,0,2,0,2,0,0,0,6,0
g66134.t1,358338522,2,0,0,0,2,2,3,3,4,5,2,22,0
g66135.t1,TRIM3,26,22,2,2,2,25,14,15,8,14,15,24,25
g66136.t1,g66136,58,2,1,29,28,10,26,20,18,6,65,93,67
g66137.t1,Cldn7,790,269,204,106,413,285,211,1007,512,712,495,1168,988
g66138.t1,198429058,288,179,215,132,69,187,48,483,202,375,277,386,255
g66139.t1,g66139,22,4,2,4,10,10,0,21,4,6,4,20,17
g6614.t1,g6614,28,14,10,10,30,54,20,42,12,9,17,28,20
g66140.t1,g66140,6,2,0,0,4,2,0,0,2,0,2,0,2
g66141.t1,198418619,18,0,2,18,11,10,2,12,18,36,6,41,24
g66142.t1,g66142,0,12,0,2,0,2,0,0,0,0,0,0,0
g66143.t1,g66143,44,18,2,15,8,41,16,21,4,12,8,35,17
g66144.t1,g66144,24,14,5,9,12,72,5,16,2,14,14,18,19
g66145.t1,g66145,52,4,13,26,0,61,18,36,5,14,38,84,27
g66146.t1,198413414,4,0,40,65,0,96,0,8,2,10,0,2,0
g66147.t1,g66147,0,0,0,0,0,2,0,2,2,0,3,0,6
g66148.t1,g66148,2,2,0,0,10,6,0,0,0,0,0,0,0
g66149.t1,198424781,126,56,69,42,103,218,40,140,24,77,106,220,214
g6615.t1,Slx1b,8,0,0,2,2,4,0,0,0,0,0,0,4
g66150.t1,g66150,62,12,0,10,12,34,8,7,10,4,2,23,6
g66151.t1,g66151,102,137,99,56,34,185,58,203,44,147,74,226,185
g66152.t1,g66152,42,34,8,12,2,73,12,42,10,6,14,69,14
g66153.t1,g66153,58,90,32,74,5,25,26,49,18,16,40,81,51
g66154.t1,g66154,252,326,85,202,141,605,330,529,89,246,357,573,403
g66155.t1,Senp8,32,60,66,18,44,175,22,161,34,54,38,60,60
g66156.t1,Poldip2,43,4,8,22,24,32,24,48,12,18,26,33,51
g66156.t2,Poldip2,36,8,2,14,32,25,18,67,16,25,26,35,54
g66156.t3,Poldip2,57,8,10,14,34,40,14,51,14,20,37,69,62
g66157.t1,g66157,4,4,0,0,2,2,4,4,4,8,10,14,0
g66158.t1,g66158,0,0,0,0,6,2,0,0,0,0,0,0,0
g66159.t1,g66159,62,37,21,34,12,217,80,93,18,43,58,76,79
g6616.t1,g6616,0,0,0,0,0,0,0,2,0,0,0,0,0
g66160.t1,Znfx1,0,0,183,31,0,301,0,0,6,2,203,757,644
g66161.t1,g66161,12,4,2,16,4,8,1,63,2,26,6,8,18
g66162.t1,g66162,86,2,10,52,0,0,10,18,18,20,16,48,34
g66163.t1,g66163,26,14,0,2,0,21,2,6,4,4,0,8,1
g66164.t1,ASCC2,10,14,4,13,12,16,24,14,4,22,3,21,21
g66165.t1,g66165,36,12,2,12,6,45,10,34,6,14,12,34,15
g66166.t1,g66166,7,2,2,4,170,50,0,4,4,0,0,61,28
g66167.t1,g66167,0,0,0,0,0,2,0,4,0,6,0,4,6
g66168.t1,SCN1A,292,252,43,77,42,110,53,380,129,278,61,189,310
g66169.t1,g66169,976,2,15,14,14,314,486,0,10,2,8,60,42
g6617.t1,Camk2d,8,10,2,13,112,47,0,6,6,0,4,2,25
g66170.t1,STON2,40,77,6,20,16,27,8,134,55,92,22,75,64
g66171.t1,g66171,0,0,0,0,0,12,0,0,0,0,0,0,0
g66172.t1,g66172,0,0,0,0,0,2,0,2,0,0,0,0,0
g66173.t1,g66173,118,10,2,8,4,12,26,12,0,10,2,113,5
g66174.t1,TGM4,318,344,140,158,34,221,120,818,378,322,293,717,672
g66175.t1,g66175,0,0,2,0,0,4,0,0,0,0,0,0,0
g66176.t1,g66176,2,0,0,0,2,2,0,0,0,0,0,2,0
g66177.t1,g66177,4,0,0,0,0,4,0,0,0,0,0,0,0
g66178.t1,g66178,26,18,4,6,6,8,2,23,8,9,18,26,37
g66179.t1,ZBED5,22,10,0,2,8,8,10,14,2,12,12,12,10
g6618.t1,g6618,10,0,2,2,0,0,0,0,2,0,0,5,6
g66180.t1,g66180,6,0,0,0,0,5,0,2,0,0,0,4,0
g66181.t1,g66181,2,0,0,0,0,4,0,0,0,2,0,6,0
g66182.t1,g66182,2,2,0,0,0,6,0,0,0,0,0,0,0
g66183.t1,g66183,134,119,3,45,44,2,15,183,62,53,29,103,163
g66184.t1,Spen,1710,1205,72,823,642,533,246,824,501,648,392,665,773
g66185.t1,g66185,12,0,2,12,0,14,2,15,4,20,8,2,4
g66186.t1,g66186,99,4,10,19,6,225,7,50,18,26,76,146,121
g66187.t1,Nynrin,10,14,12,8,2,86,6,12,0,18,66,163,66
g66188.t1,g66188,26,11,4,6,4,14,8,8,4,4,8,8,14
g66189.t1,g66189,6,0,0,2,2,2,4,0,0,0,2,2,2
g6619.t1,PLK4,10,24,14,2,8,26,4,18,2,1,4,14,12
g66190.t1,g66190,41,30,4,14,6,79,4,19,5,31,11,66,45
g66191.t1,g66191,2,0,0,0,2,8,0,0,0,0,4,0,0
g66192.t1,g66192,4,0,0,4,0,0,0,0,0,0,0,0,2
g66193.t1,g66193,0,0,0,0,0,0,0,0,0,0,0,0,0
g66194.t1,g66194,0,0,0,0,2,0,2,0,0,3,2,0,0
g66195.t1,g66195,0,0,0,0,0,4,0,2,0,0,0,0,2
g66196.t1,g66196,6,2,0,0,6,0,0,0,4,0,0,2,2
g66197.t1,g66197,33,8,6,2,10,26,6,8,10,3,15,12,18
g66198.t1,g66198,8,4,0,0,0,4,0,0,0,4,0,4,2
g66199.t1,g66199,0,0,0,2,0,0,0,0,0,0,0,2,0
g662.t1,g662,14,4,0,2,0,8,9,16,2,4,6,6,8
g6620.t1,g6620,0,0,0,0,0,2,0,0,0,0,0,0,0
g66200.t1,g66200,0,6,2,2,0,6,0,2,2,4,0,10,11
g66201.t1,g66201,41,63,87,26,34,371,8,165,62,80,21,194,42
g66202.t1,g66202,0,0,0,0,0,2,0,0,0,0,0,0,0
g66203.t1,g66203,6,0,0,0,0,6,0,2,0,0,0,0,2
g66204.t1,g66204,4,2,0,0,0,0,0,0,0,2,0,0,0
g66205.t1,g66205,0,0,0,3,3,3,2,0,2,0,2,6,4
g66206.t1,g66206,1566,686,34,163,4,267,493,2055,479,1028,91,408,367
g66207.t1,g66207,50,23,0,14,8,27,17,82,12,28,14,87,39
g66208.t1,g66208,15,16,0,0,0,18,2,8,2,4,0,0,0
g66209.t1,Adamtsl2,166,50,88,39,295,316,48,246,120,91,168,378,293
g6621.t1,g6621,50,34,6,2,18,27,0,65,18,34,32,29,119
g66210.t1,g66210,1,2,4,2,2,14,0,0,0,0,16,8,4
g66211.t1,g66211,12,2,0,4,4,8,0,18,2,4,14,11,12
g66212.t1,g66212,8,4,1,4,0,9,4,2,2,0,5,6,4
g66213.t1,TTC37,42,2,4,13,10,6,20,72,33,31,20,147,53
g66214.t1,Klhl20,545,119,49,92,106,248,235,246,84,102,157,425,326
g66215.t1,g66215,24,6,0,4,6,45,2,13,2,5,0,22,21
g66216.t1,g66216,40,14,0,0,0,59,0,17,6,0,0,2,0
g66217.t1,g66217,6,2,2,0,0,94,0,10,4,6,0,0,7
g66218.t1,g66218,16,16,0,8,2,45,4,30,6,8,6,26,25
g66219.t1,Osbp,64,46,20,26,25,55,10,66,18,35,40,33,65
g6622.t1,g6622,8,0,0,0,0,0,4,0,0,0,0,2,0
g66220.t1,Uhrf1bp1l,58,56,30,36,12,88,16,57,24,16,30,119,100
g66221.t1,g66221,78,8,5,20,33,16,17,25,16,31,12,111,85
g66222.t1,g66222,28,46,6,19,24,8,32,32,2,23,11,62,71
g66223.t1,MID1,170,224,18,47,8,54,71,185,74,160,51,94,130
g66224.t1,g66224,6,10,12,2,0,10,14,10,2,4,6,2,12
g66225.t1,g66225,2,8,2,0,0,6,6,2,4,14,2,8,8
g66226.t1,ATP7B,394,297,191,178,158,482,139,810,274,466,184,539,452
g66227.t1,g66227,42,16,6,10,2,82,6,28,10,16,4,60,12
g66228.t1,g66228,2,0,0,4,4,4,0,5,2,5,0,0,6
g66229.t1,g66229,42,46,0,0,0,6,3,52,14,58,4,4,0
g6623.t1,ALDH9A1,24,4,16,20,16,30,0,30,12,26,50,35,34
g66230.t1,g66230,28,15,0,0,0,5,11,34,14,26,0,12,2
g66231.t1,g66231,0,0,0,0,0,0,0,0,0,0,0,0,0
g66232.t1,g66232,50,38,3,13,10,92,7,39,12,25,12,56,19
g66233.t1,NPTXR,4,60,54,10,2,16,0,0,0,0,0,14,2
g66234.t1,g66234,2,2,0,0,0,6,2,0,0,2,0,4,3
g66235.t1,g66235,0,0,0,0,0,0,0,0,0,0,0,0,0
g66236.t1,g66236,4,16,6,16,0,18,4,6,2,0,16,14,24
g66237.t1,GCGR,4,2,4,3,4,158,2,8,2,12,0,12,6
g66238.t1,g66238,0,0,0,0,0,0,0,2,0,2,0,0,0
g66239.t1,g66239,52,32,10,26,10,71,20,48,6,24,21,70,22
g6624.t1,g6624,37,30,10,0,4,45,2,34,10,4,3,29,14
g66240.t1,g66240,90,47,3,49,28,119,53,174,16,71,88,190,128
g66241.t1,g66241,29,35,5,22,17,74,4,10,8,4,12,38,20
g66242.t1,Alkbh4,16,0,10,10,14,40,30,52,0,38,4,44,28
g66243.t1,GCSH,204,88,99,151,274,197,54,359,134,126,197,365,292
g66244.t1,Suclg2,229,82,126,54,224,211,60,271,88,160,77,141,184
g66245.t1,g66245,2,0,0,0,2,0,0,2,0,2,0,0,0
g66246.t1,g66246,8,10,2,4,6,57,6,14,2,2,0,11,7
g66247.t1,g66247,196,57,24,147,46,102,27,239,43,109,141,278,228
g66248.t1,g66248,29,36,18,22,16,99,61,67,6,41,38,79,34
g66249.t1,g66249,941,56,44,78,16,273,174,84,58,67,109,894,451
g6625.t1,g6625,2,0,0,6,0,4,0,2,0,0,0,4,0
g66250.t1,g66250,6,0,0,0,2,0,0,8,8,5,1,7,15
g66251.t1,Cep135,40,62,18,10,8,33,10,67,24,12,17,115,88
g66252.t1,U2AF2,22,10,2,4,49,2,2,16,29,6,16,25,36
g66253.t1,g66253,218,77,45,23,2,352,10,122,93,124,28,205,91
g66254.t1,g66254,244,197,90,115,79,751,137,475,94,241,175,525,329
g66255.t1,g66255,4,8,0,21,4,12,3,16,2,4,6,30,4
g66256.t1,ITIH4,993,153,225,747,4,781,163,726,268,600,427,1440,121
g66257.t1,g66257,4,0,0,0,0,0,0,5,0,0,0,4,0
g66258.t1,g66258,12,2,2,7,6,11,1,0,2,0,2,15,13
g66259.t1,RNF213,763,315,295,276,98,1121,210,585,170,299,189,1778,1371
g6626.t1,g6626,72,0,0,4,0,35,8,7,22,12,11,8,12
g66260.t1,g66260,12,10,16,10,19,129,25,8,6,20,16,42,18
g66261.t1,g66261,4,0,1,1,4,2,0,0,18,6,0,0,10
g66262.t1,g66262,6,0,4,2,2,2,0,8,4,16,10,10,14
g66263.t1,g66263,8,2,6,2,3,56,0,3,0,2,1,19,8
g66264.t1,g66264,0,0,0,0,0,0,0,9,0,1,0,0,0
g66265.t1,198416763,12,20,109,28,8,60,2,12,8,30,22,18,10
g66266.t1,326670210,2,6,0,0,0,0,0,2,0,0,0,0,0
g66267.t1,Dcxr,24,32,6,36,58,19,0,6,4,6,18,38,6
g66268.t1,g66268,40,0,8,6,8,22,6,2,0,6,6,14,8
g66269.t1,g66269,102,12,2,22,2,18,17,29,32,12,12,14,25
g6627.t1,Tpm4,86,49,40,54,28,62,24,51,20,16,27,95,70
g66270.t1,Arhgap10,102,44,27,33,32,68,33,212,146,63,71,145,169
g66271.t1,g66271,38,26,11,16,6,81,41,56,8,20,39,65,44
g66272.t1,g66272,34,12,17,26,2,90,8,121,32,72,51,61,108
g66273.t1,g66273,0,0,0,0,0,0,0,0,0,0,0,0,0
g66274.t1,CAD,106,358,64,36,293,240,12,367,171,157,70,130,245
g66275.t1,g66275,113,64,8,28,27,100,32,51,16,16,17,76,48
g66276.t1,PPFIA4,34,14,0,8,14,3,8,25,10,8,12,15,18
g66277.t1,Eif4e,72,31,103,34,158,209,20,52,38,85,115,20,83
g66278.t1,Zfand4,107,54,78,18,4,80,63,225,61,119,148,318,359
g66279.t1,g66279,12,2,2,0,0,22,0,0,0,2,6,0,4
g6628.t1,Tpm4,507,215,452,234,249,661,261,561,208,399,271,446,1094
g66280.t1,g66280,0,0,0,0,0,0,0,0,0,0,0,0,0
g66281.t1,g66281,2,0,0,0,0,0,0,12,0,0,0,4,1
g66282.t1,g66282,4,0,1,0,5,5,0,0,0,2,4,16,0
g66283.t1,Gatm,0,0,0,0,0,0,0,2,2,0,0,0,0
g66284.t1,Gatm,164,283,43,84,267,96,76,1502,566,532,304,405,1038
g66285.t1,g66285,10,8,0,4,4,2,4,19,4,10,5,34,9
g66286.t1,g66286,10,0,0,12,0,4,2,6,0,2,8,26,10
g66287.t1,g66287,13,24,7,8,4,20,7,16,10,2,12,14,6
g66288.t1,g66288,34,36,0,4,6,12,17,5,4,2,3,9,42
g66289.t1,ANPEP,0,24,100,128,0,72,0,0,2,4,0,0,0
g6629.t1,g6629,729,485,1485,399,390,1832,524,983,332,746,779,1008,1237
g66290.t1,FGFR1OP,46,12,21,55,81,38,2,62,18,42,49,38,46
g66291.t1,Mrpl30,10,18,6,12,14,6,6,20,2,6,6,2,2
g66292.t1,SEH1L,27,64,0,10,10,16,2,26,14,22,29,2,12
g66293.t1,ZNF227,0,0,2,0,0,2,0,0,0,0,0,2,0
g66294.t1,g66294,142,77,37,79,24,721,77,165,33,84,132,175,165
g66295.t1,UGP2,66,48,4,20,32,12,22,87,30,50,49,188,45
g66296.t1,UGP2,150,136,42,95,78,66,100,136,84,144,104,254,117
g66297.t1,g66297,14,6,20,8,58,126,8,23,6,7,38,96,79
g66298.t1,g66298,0,0,0,0,2,2,0,0,0,0,0,0,0
g66299.t1,g66299,22,10,0,10,11,42,6,14,6,11,5,0,20
g663.t1,Ttpal,12,4,2,34,38,26,0,16,4,18,14,40,16
g6630.t1,g6630,32,20,11,36,30,48,14,55,10,31,55,65,43
g66300.t1,g66300,18,34,0,0,2,8,2,2,0,4,0,6,8
g66301.t1,Psmb2,118,72,77,91,225,155,16,73,60,115,64,98,66
g66302.t1,CD63,156,171,94,50,10,189,56,188,80,238,142,301,151
